year,runtime,director_count,star_count,rating_class
2018,98,1,1,2
2006,93,1,8,1
2021,85,1,1,1
2016,103,1,1,2
2011,172,1,2,3
2011,86,1,1,2
2009,93,6,1,1
2020,114,1,1,2
2019,97,1,1,2
2018,103,1,1,3
2003,104,1,1,2
2009,97,2,1,1
2017,130,8,1,3
2013,99,2,2,1
2005,96,2,1,2
2012,101,1,1,2
2018,97,2,4,2
2021,91,1,1,1
2002,118,5,1,2
2022,151,1,1,3
2017,106,1,1,1
2002,97,1,4,1
2001,90,8,2,1
2007,145,1,1,2
2002,91,2,7,1
2014,114,1,1,3
2000,98,1,4,2
2007,99,1,3,2
2008,90,14,1,2
2008,92,3,1,2
2009,93,1,4,2
2009,90,1,1,2
2019,112,1,1,3
2015,85,1,4,1
2004,96,2,1,3
2021,80,1,6,3
2019,66,3,2,3
2003,117,1,1,3
2021,80,2,1,2
2015,81,1,1,2
2017,88,3,1,2
2007,93,1,1,2
2012,122,5,1,2
2013,94,2,5,1
2003,103,2,5,2
2005,60,1,2,3
2011,91,1,1,1
2015,79,4,1,2
2019,102,1,1,1
2022,105,4,1,1
2008,97,3,1,2
2012,89,1,1,1
2020,112,2,1,3
2006,125,1,2,2
2010,95,2,1,1
2011,123,1,1,3
2022,51,5,1,4
2014,99,1,1,2
2010,78,3,1,1
2004,93,1,24,1
2013,80,5,1,2
2006,85,6,7,1
2004,95,2,1,2
2006,96,5,2,2
2017,96,1,1,2
2013,138,1,1,2
2014,91,3,2,1
2011,84,1,1,2
2008,90,2,1,2
2018,105,1,1,1
2010,99,1,1,2
2000,118,5,3,2
2018,98,1,1,2
2014,124,1,3,3
2021,89,1,1,2
2018,85,1,1,2
2012,85,1,1,1
2016,75,1,1,1
2021,76,2,1,1
2019,91,1,1,1
2016,83,4,1,0
2014,91,1,1,2
2010,90,1,1,1
2019,66,3,1,0
2017,100,1,1,3
2011,109,1,1,2
2022,97,1,1,2
2008,89,10,1,1
2015,197,1,1,2
2017,95,1,2,1
2010,168,1,3,2
2015,85,1,1,1
2001,93,7,1,2
2011,93,1,1,2
2005,103,1,1,2
2014,87,10,2,1
2013,94,1,8,1
2012,119,2,1,1
2002,107,2,1,3
2009,94,1,1,2
2021,78,1,1,1
2014,112,2,3,1
2010,92,3,1,2
2001,82,1,1,2
2011,85,2,1,1
2013,94,1,1,2
2014,115,2,1,1
2001,100,2,7,2
2006,109,6,2,3
2011,91,2,1,1
2017,150,1,1,4
2020,70,17,3,0
2022,114,1,1,1
2020,92,1,1,1
2008,110,1,1,2
2010,87,2,7,1
2018,68,1,1,3
2010,77,2,14,1
2014,90,1,1,1
2013,148,2,2,3
2008,93,9,3,2
2013,121,1,2,3
2008,93,5,5,2
2016,126,1,1,3
2013,100,1,1,2
2018,106,2,1,2
2017,94,2,1,1
2011,101,1,1,1
2015,82,14,16,1
2014,88,1,1,2
2018,73,1,1,3
2016,76,2,1,2
2001,94,1,1,1
2009,88,1,1,1
2009,122,1,1,2
2019,90,1,1,2
2015,107,1,1,3
2022,106,1,1,4
2004,90,3,1,1
2006,89,1,1,2
2010,96,1,5,2
2017,99,1,1,2
2008,95,1,3,1
2013,111,1,1,2
2022,106,2,1,0
2014,83,1,1,2
2018,89,1,1,2
2000,94,2,2,2
2015,96,5,1,1
2009,100,1,1,1
2009,91,1,12,2
2018,109,1,1,2
2019,85,2,2,2
2010,104,1,1,2
2015,96,2,1,2
2009,80,1,1,1
2004,112,2,1,2
2005,88,5,2,1
2001,89,1,1,1
2016,74,1,1,1
2013,82,9,1,1
2022,120,1,1,2
2016,80,1,1,2
2016,90,1,5,2
2002,91,2,5,1
2009,88,11,3,1
2021,45,1,1,1
2017,119,1,1,1
2016,97,4,1,2
2007,90,1,1,3
2018,132,2,1,2
2013,97,1,1,2
2002,74,1,1,2
2013,85,1,1,1
2009,134,1,1,1
2008,87,9,1,1
2011,75,2,1,2
2014,82,5,1,3
2014,91,2,27,1
2000,93,1,1,2
2004,95,1,9,2
2015,126,2,1,2
2010,98,1,1,1
2015,88,1,1,2
2018,113,1,1,3
2016,84,1,2,2
2008,100,1,1,3
2012,102,1,1,3
2012,116,1,1,0
2011,93,1,1,1
2001,105,1,1,2
2014,80,1,1,1
2021,83,2,1,1
2011,87,1,1,2
2012,95,1,2,1
2017,82,1,1,2
2006,110,1,1,2
2019,85,2,2,1
2011,108,1,1,2
2002,180,1,1,3
2019,63,1,1,3
2016,110,1,1,2
2015,100,1,1,0
2001,86,1,1,3
2018,102,1,2,2
2001,113,5,5,2
2013,93,1,7,1
2013,90,1,1,1
2017,101,2,1,3
2012,162,1,1,2
2017,94,1,1,1
2019,93,1,16,2
2015,81,1,1,2
2000,54,1,1,2
2009,90,4,3,1
2013,80,3,1,0
2014,86,2,1,2
2013,90,1,1,1
2012,99,1,12,1
2000,89,6,10,1
2013,91,2,3,1
2011,84,1,1,1
2003,99,1,1,1
2004,95,2,1,2
2010,58,1,1,2
2004,96,2,1,2
2011,114,2,2,2
2017,99,1,1,1
2014,105,1,1,2
2013,53,1,1,2
2013,120,1,1,2
2003,97,4,8,2
2000,100,1,10,1
2014,56,1,1,1
2014,85,1,1,2
2014,52,1,1,3
2019,82,11,2,2
2018,83,1,1,2
2016,103,1,2,2
2018,98,1,1,1
2000,90,1,1,1
2016,100,1,27,1
2021,90,1,1,1
2018,84,1,1,3
2017,84,3,2,1
2022,88,1,1,2
2004,45,1,1,0
2018,67,17,3,0
2015,79,1,1,2
2005,102,3,3,3
2020,97,2,1,2
2017,60,2,1,3
2011,76,2,2,2
2004,90,1,2,1
2015,113,2,1,2
2011,90,1,1,2
2004,103,1,1,2
2003,90,1,2,1
2020,90,1,1,2
2000,81,1,1,1
2002,90,1,1,1
2010,96,1,1,1
2005,82,1,1,1
2007,85,1,1,0
2001,93,4,1,2
2002,85,4,1,2
2010,95,1,4,2
2020,90,1,1,3
2016,99,1,1,3
2015,90,9,1,1
2014,87,2,1,1
2018,105,1,1,1
2012,90,9,1,1
2015,148,2,1,3
2015,82,7,9,1
2003,84,1,1,1
2015,91,1,1,2
2001,94,2,24,2
2003,90,1,9,0
2014,99,1,1,1
2001,86,2,1,1
2010,82,1,1,1
2011,88,1,9,2
2012,108,2,4,3
2021,63,1,1,3
2014,91,1,1,1
2005,85,2,1,1
2007,85,2,1,0
2007,102,1,8,1
2016,136,1,1,1
2019,135,1,1,2
2004,80,1,1,2
2016,90,2,1,1
2016,102,1,1,1
2014,78,2,12,2
2008,100,1,1,2
2016,87,1,1,4
2019,72,1,1,2
2016,90,5,1,1
2016,81,3,2,1
2016,120,1,1,3
2011,150,1,1,2
2017,84,1,1,2
2004,92,4,2,2
2017,98,1,2,2
2019,110,1,1,2
2013,98,1,1,2
2015,85,1,1,4
2013,105,1,1,2
2015,112,1,2,3
2016,89,1,1,1
2003,101,2,2,1
2001,84,1,1,1
2013,90,14,1,1
2013,73,1,1,2
2013,101,2,1,2
2006,93,8,4,1
2006,93,1,6,2
2017,118,2,2,2
2006,105,1,1,2
2003,83,1,1,2
2016,103,1,1,2
2018,90,2,1,1
2011,86,1,3,1
2014,90,1,1,1
2014,45,1,1,2
2013,86,2,1,3
2021,108,1,1,4
2020,95,1,1,1
2021,80,8,2,1
2016,81,5,3,1
2015,130,2,1,1
2020,87,1,1,1
2017,94,3,1,1
2014,96,5,3,2
2010,160,2,2,2
2001,99,1,2,2
2018,88,1,3,1
2022,98,1,1,1
2017,76,2,1,2
2018,80,1,1,1
2005,85,8,6,3
2017,104,1,1,2
2001,94,1,1,1
2009,108,1,2,2
2000,100,8,5,1
2012,102,2,2,1
2003,182,1,1,3
2009,149,1,1,3
2013,64,1,1,3
2019,117,3,1,1
2018,70,2,1,1
2020,89,1,1,2
2017,84,1,1,3
2003,88,2,1,1
2008,117,3,3,2
2011,75,1,1,1
2014,100,2,1,2
2018,84,2,1,1
2013,90,1,1,1
2019,85,1,1,1
2020,84,1,1,2
2017,89,1,1,2
2010,90,1,1,1
2018,120,2,1,3
2001,95,9,3,1
2010,56,1,1,2
2014,90,1,1,3
2017,80,11,2,2
2011,84,1,6,1
2000,96,2,2,2
2006,138,1,2,1
2011,110,2,4,0
2013,76,5,4,1
2016,117,1,1,3
2009,90,1,12,1
2014,90,1,1,2
2005,82,1,1,0
2007,80,1,1,1
2014,82,2,1,1
2001,103,4,1,1
2011,96,1,2,2
2022,79,1,1,2
2016,109,3,4,2
2001,94,1,12,1
2019,70,3,2,3
2020,92,1,1,0
2000,99,1,1,2
2012,85,1,1,1
2003,96,1,1,1
2014,95,2,1,2
2011,82,2,3,2
2017,146,1,1,2
2011,102,1,1,2
2017,97,1,1,2
2018,103,1,1,2
2012,86,1,1,2
2000,90,1,2,2
2011,101,2,1,2
2015,98,1,1,3
2007,83,1,6,2
2018,64,1,1,3
2019,120,7,3,2
2012,112,1,1,2
2004,105,1,1,3
2010,124,1,1,2
2011,109,2,1,1
2020,90,14,9,1
2012,109,1,1,1
2015,114,1,1,3
2018,97,1,1,1
2000,85,1,1,1
2018,84,2,1,2
2004,112,1,2,2
2005,90,9,4,1
2021,96,1,1,2
2010,108,2,1,1
2006,87,1,1,1
2014,132,1,1,2
2010,50,1,1,2
2018,100,3,1,2
2017,92,3,1,1
2022,64,3,3,4
2011,120,1,1,3
2009,60,1,1,2
2020,81,1,1,2
2015,79,2,5,2
2010,105,1,1,2
2020,76,1,1,1
2014,75,1,1,1
2014,105,1,5,2
2019,120,1,1,3
2006,108,1,1,1
2016,135,1,1,2
2020,93,1,1,4
2008,86,1,1,2
2013,90,1,1,3
2022,104,1,1,4
2000,97,1,4,2
2010,86,1,1,1
2014,87,3,3,1
2016,81,10,1,1
2013,92,2,1,1
2016,86,2,1,1
2013,93,1,1,1
2010,109,3,5,2
2008,89,1,1,3
2015,95,1,6,1
2005,91,1,1,1
2007,112,1,1,1
2016,75,1,1,3
2002,83,1,1,2
2019,90,2,1,1
2008,100,2,1,2
2011,133,1,1,1
2016,45,1,1,3
2019,50,1,1,3
2020,89,4,1,1
2008,105,1,1,2
2012,88,1,1,2
2020,80,1,1,2
2014,120,1,2,1
2000,86,1,1,3
2007,74,1,1,1
2014,85,2,1,2
2019,85,1,27,1
2016,121,1,1,3
2022,96,1,1,3
2017,88,1,1,2
2006,87,1,1,2
2015,90,1,1,1
2013,113,1,1,2
2000,94,9,2,1
2013,116,2,2,1
2015,95,3,1,1
2019,100,2,1,2
2015,94,2,1,1
2008,109,2,1,2
2014,110,1,1,2
2018,83,1,1,2
2015,90,1,2,3
2003,85,6,7,1
2020,106,1,1,2
2010,149,1,1,3
2009,107,1,1,1
2017,135,2,1,2
2004,95,1,2,1
2008,95,3,1,2
2009,92,1,1,2
2009,65,2,1,1
2007,126,1,2,3
2016,88,1,1,2
2006,91,2,4,1
2017,90,2,1,2
2018,103,1,1,2
2002,96,1,10,1
2015,107,1,1,2
2017,75,1,1,1
2011,90,9,1,1
2001,94,1,1,2
2022,62,1,1,4
2020,120,1,1,1
2003,92,1,5,1
2012,129,2,1,3
2004,93,1,1,2
2016,96,1,1,3
2006,111,1,2,1
2019,142,1,1,2
2017,93,1,1,2
2009,143,1,2,2
2005,90,2,1,3
2021,145,2,1,2
2000,104,1,1,2
2006,83,1,1,2
2020,90,2,2,2
2021,81,14,1,1
2001,102,3,2,1
2001,70,2,1,2
2001,90,1,1,1
2019,90,1,1,3
2022,85,1,1,2
2001,96,1,1,2
2013,90,1,3,2
2009,90,2,1,2
2019,72,1,1,1
2022,99,1,1,4
2020,72,5,1,4
2013,87,1,1,3
2017,98,1,2,2
2015,89,1,1,2
2013,114,1,1,3
2014,97,1,1,2
2009,95,1,1,2
2017,99,2,1,2
2017,104,1,1,2
2007,94,1,1,3
2008,94,1,2,1
2018,91,7,1,1
2014,90,1,1,3
2018,94,3,1,1
2002,121,1,1,3
2007,93,1,1,2
2011,97,1,1,1
2019,120,1,1,1
2022,62,1,1,3
2016,100,1,1,2
2013,97,1,3,2
2014,94,2,1,2
2000,95,4,5,2
2000,95,2,27,1
2002,91,1,1,3
2012,90,1,1,4
2018,81,1,1,3
2011,91,2,1,1
2006,93,1,2,2
2018,120,1,1,1
2009,102,2,6,2
2008,92,1,2,3
2016,95,3,4,2
2017,90,1,1,1
2018,78,1,1,2
2008,105,1,1,2
2017,87,1,2,1
2000,124,1,1,2
2009,99,2,1,2
2011,104,1,1,3
2001,98,4,8,2
2008,97,1,4,1
2014,94,1,1,2
2013,111,2,1,2
2006,88,1,1,3
2011,87,1,4,1
2014,120,1,1,3
2016,82,5,3,1
2009,103,1,1,3
2004,84,1,7,1
2016,60,1,1,4
2022,60,1,1,2
2000,92,1,1,1
2006,118,1,3,2
2006,89,1,1,3
2014,93,1,1,3
2008,91,1,1,2
2011,75,2,1,2
2003,81,1,1,3
2006,97,2,2,2
2008,91,1,1,2
2016,108,1,3,1
2016,86,1,1,1
2021,70,3,1,1
2015,106,1,1,2
2009,80,1,1,1
2000,81,2,1,2
2018,88,1,3,1
2017,83,1,1,2
2005,82,2,1,1
2019,79,2,1,1
2015,93,1,1,1
2009,96,2,1,2
2009,94,3,1,2
2006,115,1,1,3
2016,88,1,3,2
2017,105,1,6,2
2009,92,3,1,2
2008,90,1,1,1
2011,89,4,1,2
2014,165,1,1,3
2008,83,2,4,1
2011,120,7,1,1
2017,85,1,1,2
2002,90,1,1,2
2018,111,1,4,2
2014,102,1,1,2
2016,50,1,1,3
2003,100,2,1,2
2011,45,1,2,2
2013,100,1,1,2
2010,93,1,1,2
2014,93,2,1,1
2004,108,1,1,2
2016,80,1,1,2
2020,105,1,27,2
2011,110,1,1,1
2010,83,1,2,2
2015,123,1,1,3
2021,92,1,3,2
2001,97,1,1,2
2016,106,1,1,2
2008,90,1,1,3
2021,80,2,4,2
2010,101,2,1,1
2019,92,1,1,3
2013,83,1,1,3
2002,91,1,4,1
2007,95,1,12,2
2020,80,1,5,1
2013,103,1,1,2
2013,97,3,1,2
2020,85,1,1,3
2004,127,1,1,2
2016,140,1,1,4
2017,80,2,2,1
2021,91,1,1,1
2017,90,1,1,3
2016,100,1,1,1
2008,95,1,1,3
2000,97,1,2,2
2003,88,4,1,2
2018,83,1,1,2
2001,100,1,1,2
2004,98,2,1,2
2000,89,1,4,2
2002,88,2,1,2
2019,97,1,1,3
2007,89,2,1,1
2004,101,1,2,2
2018,86,3,1,1
2012,98,3,1,2
2021,95,2,1,2
2014,81,1,1,3
2005,91,2,1,1
2012,68,2,2,1
2005,96,1,3,3
2007,84,8,1,1
2001,102,1,1,3
2020,76,1,1,2
2015,80,1,1,1
2015,92,1,1,1
2021,120,1,2,2
2003,162,1,1,1
2014,96,2,1,3
2016,79,1,3,1
2000,95,9,1,1
2018,108,3,1,1
2003,97,1,1,2
2012,93,1,1,1
2014,93,1,2,1
2013,81,2,2,1
2006,45,1,1,3
2021,100,1,1,3
2010,105,1,1,2
2016,86,1,1,2
2001,97,1,10,2
2019,90,1,1,2
2009,87,1,1,1
2018,73,1,1,2
2001,96,1,1,2
2012,86,3,1,1
2013,80,1,1,1
2019,94,2,1,1
2008,85,1,2,3
2014,90,1,3,2
2011,108,2,1,2
2009,102,1,1,2
2013,88,5,16,1
2010,124,2,1,2
2022,126,1,1,1
2012,96,1,1,3
2004,96,1,1,2
2015,96,2,1,1
2018,81,5,2,1
2015,105,1,1,3
2013,88,1,1,2
2010,98,2,1,1
2020,85,1,1,1
2017,105,1,1,2
2002,94,2,1,1
2010,105,1,1,3
2012,95,2,1,1
2016,81,2,2,2
2022,109,2,1,3
2005,101,7,8,2
2009,97,1,1,2
2008,98,2,1,1
2016,86,3,2,1
2014,90,14,1,1
2000,91,1,1,1
2018,97,3,4,2
2005,96,1,1,2
2017,87,1,1,2
2001,90,2,12,2
2018,85,1,1,2
2012,113,1,1,2
2014,100,2,1,1
2018,129,1,1,4
2001,92,2,1,2
2016,97,1,2,2
2009,93,1,1,2
2002,91,2,1,2
2020,90,1,1,3
2015,90,1,1,3
2006,92,1,1,1
2000,90,1,1,2
2009,85,1,1,1
2000,106,1,27,2
2001,94,1,5,1
2018,134,3,4,2
2001,90,1,1,3
2021,102,1,1,3
2000,94,2,2,1
2019,83,1,1,1
2000,91,3,2,2
2015,126,1,1,3
2010,74,1,1,1
2017,107,2,1,4
2013,108,1,1,2
2011,85,5,1,0
2005,93,1,1,1
2014,80,1,1,1
2008,154,1,1,2
2001,92,1,4,2
2022,88,1,1,3
2005,77,1,1,3
2021,72,2,1,2
2009,124,1,1,3
2010,90,1,16,1
2003,120,1,1,3
2019,73,1,1,2
2013,120,3,1,1
2010,69,1,1,3
2014,99,1,1,2
2015,85,2,1,1
2018,90,1,4,2
2020,115,1,1,2
2001,97,1,12,1
2013,107,2,3,3
2008,89,3,1,1
2012,99,2,1,2
2010,120,1,1,1
2001,96,1,2,1
2008,93,1,1,3
2015,134,1,1,3
2019,93,2,1,1
2018,84,11,3,2
2020,89,2,1,2
2001,120,1,1,3
2008,96,2,1,2
2003,106,1,1,2
2006,99,1,1,1
2009,57,1,2,2
2005,90,1,1,2
2006,96,1,5,1
2010,160,1,1,3
2012,88,1,1,1
2019,75,1,1,1
2008,86,2,2,1
2011,145,2,1,0
2010,140,1,1,4
2021,119,1,1,3
2005,88,1,1,2
2018,86,2,1,0
2016,68,1,1,3
2022,62,1,1,4
2005,78,1,1,2
2019,113,1,1,2
2012,161,3,1,3
2013,92,1,1,1
2007,86,1,1,2
2009,90,1,1,1
2017,72,1,1,2
2008,107,1,1,1
2011,85,1,2,2
2011,86,1,1,2
2008,86,3,1,1
2000,130,4,1,3
2019,118,1,1,2
2021,120,1,1,2
2016,90,1,1,3
2010,98,1,3,3
2001,87,1,5,2
2015,89,1,1,1
2014,79,2,1,1
2016,87,1,1,2
2016,90,1,1,2
2017,110,2,1,3
2020,77,1,1,3
2017,85,1,4,2
2018,92,1,1,2
2018,95,1,1,2
2007,90,1,1,2
2005,93,2,3,1
2004,90,1,1,3
2005,97,1,1,1
2010,86,1,2,2
2013,179,1,1,3
2014,71,1,1,2
2014,90,5,6,1
2001,87,1,1,2
2012,80,9,2,0
2021,87,1,1,1
2002,100,4,1,2
2017,63,1,1,2
2016,46,1,1,3
2016,96,1,2,2
2016,80,2,1,3
2015,94,1,1,2
2012,84,1,1,1
2000,75,1,2,2
2019,87,1,1,2
2009,99,1,1,1
2012,90,1,1,2
2001,82,1,1,2
2015,104,1,1,2
2002,90,1,1,1
2007,85,4,1,2
2007,79,1,1,2
2017,53,1,1,1
2004,95,2,1,1
2005,101,1,1,2
2002,92,4,1,1
2016,90,1,1,2
2015,49,1,1,2
2018,102,1,1,3
2013,92,1,5,1
2013,93,2,1,1
2013,97,1,1,2
2002,115,2,3,3
2000,80,8,6,1
2022,110,19,1,3
2010,120,2,1,1
2002,103,2,1,2
2021,48,2,2,4
2010,77,1,1,2
2012,88,1,1,1
2012,85,1,1,3
2004,100,1,1,2
2007,96,11,1,1
2009,97,1,1,3
2001,97,2,5,1
2016,90,2,1,3
2016,85,9,1,1
2010,91,3,1,2
2009,90,1,6,1
2017,119,1,1,3
2015,100,1,1,1
2001,90,1,1,2
2011,105,1,1,2
2008,98,2,1,1
2013,85,2,1,1
2022,99,1,1,4
2007,96,1,3,1
2003,100,2,1,1
2001,95,1,1,1
2018,124,3,27,3
2018,70,1,1,3
2014,89,3,1,1
2002,100,1,1,2
2005,124,1,4,2
2010,95,1,1,1
2017,82,1,1,3
2010,96,1,1,2
2014,85,9,2,1
2017,95,1,1,3
2002,97,1,2,2
2018,100,1,1,2
2008,75,8,6,3
2010,90,1,1,1
2017,69,17,2,1
2009,120,6,1,1
2017,100,1,1,3
2022,93,19,1,3
2002,92,7,5,1
2009,84,6,12,0
2000,100,1,1,4
2000,93,1,1,1
2014,97,2,1,1
2020,105,1,1,3
2019,60,1,1,1
2017,75,1,2,2
2019,106,1,1,3
2015,85,4,1,2
2010,92,1,1,2
2007,96,3,1,1
2003,93,2,4,1
2022,96,2,2,1
2012,84,1,1,3
2013,96,1,1,2
2015,62,3,1,3
2001,92,8,5,1
2001,115,1,1,3
2002,90,3,5,2
2003,143,1,2,1
2008,121,1,1,2
2017,87,1,1,3
2008,90,1,5,1
2009,80,1,1,1
2014,93,1,1,1
2013,92,1,1,2
2015,95,1,1,3
2017,120,1,1,3
2015,90,1,1,2
2007,116,1,1,3
2013,78,1,1,1
2009,87,1,1,2
2010,93,4,2,1
2020,93,1,1,2
2018,65,1,1,2
2017,84,1,1,1
2012,102,1,1,3
2003,86,3,1,1
2018,88,3,1,1
2014,79,1,1,2
2001,93,3,1,1
2006,93,1,3,1
2017,93,6,1,2
2015,90,1,1,3
2021,48,1,1,4
2006,100,1,3,2
2017,95,1,2,3
2013,85,6,2,1
2011,125,1,2,2
2014,84,1,2,1
2018,101,1,1,3
2021,102,1,1,2
2004,103,2,1,1
2018,106,1,1,3
2013,107,1,1,1
2000,94,7,1,1
2021,83,1,27,2
2019,57,1,1,3
2008,88,1,1,1
2014,97,1,1,0
2002,90,1,2,2
2014,92,3,4,2
2016,110,1,1,2
2017,80,2,1,1
2005,90,1,2,1
2003,92,1,1,2
2006,89,2,2,1
2001,98,2,4,2
2018,105,2,1,4
2009,155,1,2,2
2005,132,2,1,2
2022,46,1,1,4
2006,115,1,1,2
2010,160,1,2,1
2014,88,1,1,1
2015,77,1,1,4
2018,98,1,2,1
2019,100,1,1,2
2016,105,1,1,3
2006,125,1,2,1
2007,90,1,1,2
2016,76,4,1,2
2012,94,1,1,2
2005,92,1,8,1
2013,120,1,1,3
2009,82,1,1,2
2006,90,1,1,2
2018,107,1,1,1
2018,87,14,3,1
2014,97,1,1,1
2015,105,1,1,2
2019,107,2,1,4
2002,115,1,1,2
2013,79,17,2,1
2014,115,6,1,2
2009,90,2,2,1
2018,90,1,1,3
2018,90,1,1,4
2003,85,1,1,1
2015,83,1,1,1
2007,75,1,1,2
2007,90,2,2,3
2015,91,2,2,1
2019,98,1,1,2
2020,141,1,1,1
2019,88,1,1,3
2001,94,3,6,1
2005,90,2,1,2
2004,103,1,1,2
2019,62,1,1,2
2007,90,3,2,1
2018,81,1,1,3
2019,88,1,2,1
2010,145,1,1,3
2000,90,1,1,1
2002,121,1,1,2
2009,79,2,1,1
2010,100,1,1,3
2008,90,1,1,2
2016,89,1,1,3
2012,45,1,1,3
2010,90,1,1,1
2009,103,1,1,2
2015,90,2,3,1
2007,88,1,1,1
2020,81,8,2,2
2011,101,1,2,3
2022,116,2,1,3
2015,75,6,1,1
2017,95,2,2,2
2021,64,1,1,2
2012,81,1,1,3
2003,85,1,1,3
2007,85,2,1,3
2021,92,1,1,2
2001,51,1,1,3
2022,120,2,1,2
2016,95,1,1,1
2015,122,1,2,1
2007,120,1,1,2
2017,87,1,1,3
2011,125,1,1,1
2016,80,1,1,3
2001,89,2,1,1
2014,112,1,1,4
2014,75,1,1,2
2017,78,1,1,3
2018,103,2,1,2
2019,99,1,1,1
2000,97,7,1,1
2020,121,19,1,1
2012,90,2,1,1
2003,98,1,4,1
2018,110,1,1,2
2007,105,6,2,2
2009,87,1,1,2
2014,240,1,1,3
2010,250,2,2,0
2013,88,1,1,3
2011,99,1,1,4
2014,73,1,1,3
2010,90,1,9,1
2009,90,2,1,0
2021,90,1,1,2
2020,200,1,1,4
2022,56,1,1,3
2003,100,7,1,2
2000,91,2,1,1
2016,75,1,1,3
2016,100,10,2,1
2005,95,5,3,2
2001,89,1,1,2
2009,95,1,1,1
2009,90,1,1,2
2001,90,1,1,1
2016,94,1,1,1
2021,115,1,1,4
2018,94,2,1,2
2014,93,1,1,3
2018,87,1,1,1
2012,121,1,1,2
2006,60,1,1,3
2012,96,2,1,3
2007,78,1,1,3
2017,133,3,1,2
2010,85,1,1,2
2015,119,1,1,3
2018,90,1,3,4
2004,86,1,4,2
2020,90,4,3,2
2017,92,1,1,1
2014,91,1,1,2
2004,85,2,1,1
2013,107,1,1,0
2003,103,3,2,2
2000,90,1,2,2
2011,107,1,4,2
2008,103,1,1,3
2018,90,1,1,1
2018,87,3,1,1
2018,110,1,1,2
2004,108,1,1,2
2014,60,1,1,2
2014,93,1,1,2
2000,102,1,1,3
2015,98,1,2,2
2016,89,1,1,1
2005,95,1,1,3
2014,90,1,1,2
2020,54,2,1,3
2006,77,1,1,1
2017,86,1,1,2
2016,55,2,2,3
2001,95,1,1,2
2004,99,4,1,2
