year,runtime,director_count,star_count,rating_class
2012,102,1,2,1
2010,152,1,1,2
2002,94,2,5,1
2017,81,2,1,2
2022,103,1,1,3
2011,95,1,1,4
2021,111,2,2,2
2016,78,1,1,1
2020,90,1,1,4
2010,123,1,1,3
2021,56,1,1,1
2003,83,1,1,2
2010,91,2,2,1
2014,60,2,1,3
2015,74,1,1,3
2000,88,2,12,0
2010,87,2,2,3
2022,109,2,1,3
2017,92,1,1,2
2019,100,1,1,1
2013,101,1,2,1
2001,100,2,1,2
2013,73,2,1,2
2021,80,8,1,1
2009,80,1,1,3
2018,87,1,1,3
2015,92,1,1,1
2011,100,5,2,2
2006,93,1,1,3
2018,88,1,1,2
2021,72,6,1,0
2013,82,1,1,1
2008,90,1,1,3
2017,120,1,1,2
2015,101,1,1,3
2012,46,1,1,3
2007,102,1,1,1
2006,91,1,4,1
2021,107,2,1,1
2015,90,1,1,2
2009,194,1,2,0
2009,90,1,1,3
2016,90,1,1,1
2004,100,1,1,2
2007,135,1,1,3
2014,104,1,1,2
2014,89,1,1,1
2018,91,1,1,3
2019,92,1,1,1
2014,91,1,1,2
2016,117,1,1,1
2011,60,1,1,4
2013,100,2,2,1
2002,112,1,1,1
2018,76,2,1,3
2004,100,4,1,2
2022,85,2,1,4
2018,83,6,1,1
2001,90,1,1,1
2010,76,1,6,1
2011,103,1,1,2
2010,85,1,1,3
2010,96,1,1,2
2016,92,1,1,3
2014,120,1,1,2
2002,120,1,2,2
2011,83,1,1,1
2011,45,1,1,3
2000,87,2,1,2
2017,82,1,1,3
2011,75,1,1,2
2002,90,1,1,0
2003,80,1,1,2
2022,123,1,1,4
2015,96,1,1,2
2013,90,4,3,1
2008,96,2,5,1
2007,85,1,8,2
2018,62,1,1,3
2017,110,1,2,2
2009,108,1,1,3
2019,95,19,1,1
2006,90,1,1,2
2010,80,7,1,1
2016,78,2,1,1
2008,118,1,1,2
2009,107,1,1,1
2009,180,1,2,2
2013,92,1,14,1
2000,89,1,1,3
2016,95,1,1,2
2019,81,1,1,4
2004,93,1,1,2
2010,94,2,5,1
2018,84,1,2,3
2006,88,1,3,1
2018,119,1,1,3
2021,81,1,1,2
2016,81,1,1,2
2014,100,1,1,2
2002,103,4,10,2
2016,103,4,8,1
2010,81,1,1,1
2008,100,1,3,2
2015,50,1,1,3
2018,120,1,1,3
2021,85,1,1,1
2009,94,1,1,2
2006,92,2,1,2
2011,87,2,1,2
2020,124,1,1,4
2013,90,1,1,4
2021,70,2,1,3
2004,90,1,1,1
2006,90,2,1,0
2010,98,2,1,1
2018,90,1,1,2
2007,92,1,1,1
2019,79,1,1,1
2021,60,1,1,1
2003,90,3,1,3
2013,75,1,1,2
2019,65,1,1,4
2013,87,2,2,1
2018,86,19,1,2
2020,90,1,1,2
2010,89,1,1,2
2006,120,1,1,3
2012,90,5,1,0
2021,73,3,3,1
2013,95,1,1,2
2016,82,1,1,1
2009,95,1,1,2
2017,83,3,1,3
2017,92,1,1,3
2014,95,1,1,2
2006,85,1,1,1
2010,85,11,3,1
2019,94,1,1,2
2016,45,1,1,3
2016,95,1,1,1
2020,97,4,2,1
2002,96,2,1,3
2011,108,1,3,2
2005,90,2,1,1
2001,100,1,1,1
2014,81,1,1,3
2018,103,3,3,2
2014,65,1,1,2
2015,90,1,1,2
2015,96,1,1,2
2005,94,3,2,1
2010,99,1,1,3
2018,120,1,14,2
2017,98,1,1,2
2017,120,1,1,3
2022,117,19,6,2
2005,86,2,1,2
2018,78,1,1,2
2012,103,1,1,3
2010,89,3,1,1
2008,90,1,1,1
2013,82,1,1,3
2008,83,2,3,1
2018,82,1,1,1
2018,108,1,1,2
2013,95,7,4,3
2018,76,1,1,2
2005,128,2,1,2
2014,73,2,2,2
2003,85,8,3,1
2021,93,1,1,2
2002,97,1,1,1
2017,111,2,3,2
2008,90,4,1,1
2017,99,1,2,1
2003,156,2,1,3
2008,95,2,1,2
2020,67,1,1,2
2018,86,1,1,1
2015,95,1,3,2
2016,105,1,1,4
2012,88,1,1,2
2003,105,1,1,1
2010,98,1,1,1
2019,94,1,1,2
2021,85,2,1,1
2017,45,1,1,2
2001,90,1,1,2
2003,89,1,1,2
2007,90,2,2,1
2006,80,1,2,1
2006,85,1,1,1
2008,79,4,1,2
2019,108,1,1,2
2011,104,1,1,2
2004,95,1,2,2
2018,81,1,1,2
2019,83,1,1,1
2015,95,1,1,3
2010,127,1,1,1
2006,88,9,2,1
2007,118,1,1,3
2017,96,1,27,3
2001,90,1,6,2
2015,127,1,1,1
2015,85,2,1,2
2003,80,5,1,1
2015,76,1,1,2
2013,96,1,1,4
2016,100,1,1,1
2016,83,1,1,3
2009,89,1,1,4
2019,96,1,1,3
2010,92,1,1,3
2008,82,2,2,2
2016,98,1,1,2
2011,80,4,1,1
2021,80,4,1,1
2011,90,11,3,2
2019,114,1,1,3
2020,92,1,1,2
2019,105,19,1,2
2012,95,2,1,3
2019,88,1,1,2
2019,113,2,1,1
2013,87,2,3,2
2011,81,2,2,1
2000,83,2,6,2
2014,86,1,1,2
2011,82,1,1,2
2014,90,1,1,4
2011,90,2,1,1
2020,125,2,1,3
2008,93,3,1,2
2017,80,1,1,3
2018,105,1,1,3
2014,113,2,1,3
2015,107,1,1,3
2016,90,1,1,3
2015,90,1,1,3
2008,86,1,1,1
2021,77,1,1,1
2019,62,1,1,2
2017,102,2,1,3
2017,80,2,2,1
2009,92,1,1,2
2022,105,1,1,3
2003,95,1,1,2
2011,80,1,2,2
2015,99,1,1,3
2016,110,1,1,3
2005,90,1,1,3
2006,90,1,1,1
2015,160,1,1,2
2007,77,1,1,3
2011,89,1,1,3
2002,95,1,1,1
2016,114,1,1,2
2018,88,1,1,1
2022,205,1,1,4
2019,73,1,1,1
2001,91,1,3,1
2008,90,1,1,2
2020,79,1,1,2
2021,74,17,1,1
2009,90,1,1,2
2017,80,1,1,1
2004,93,1,1,2
2009,85,1,1,3
2022,70,1,1,2
2014,90,5,1,1
2018,132,1,1,2
2002,90,1,1,1
2021,100,1,1,3
2010,50,1,1,2
2018,119,2,1,2
2015,115,1,1,2
2013,85,1,1,2
2001,92,1,1,2
2007,78,1,1,2
2011,90,8,6,3
2013,95,1,1,2
2017,87,2,1,3
2018,67,2,3,1
2013,86,1,1,1
2012,84,1,1,2
2021,50,1,1,2
2010,142,1,1,2
2007,90,1,1,2
2011,104,1,1,2
2001,90,2,1,1
2003,90,1,1,2
2017,90,1,1,4
2012,89,1,1,1
2015,90,1,1,2
2009,92,1,1,1
2015,94,2,1,1
2011,98,1,1,3
2021,83,2,1,1
2012,45,1,1,3
2007,93,1,1,1
2005,105,1,1,3
2006,63,8,6,3
2009,112,1,1,3
2000,82,1,1,1
2016,114,1,1,2
2019,96,4,1,1
2007,97,3,1,1
2010,80,5,1,2
2020,71,6,1,1
2003,80,2,1,3
2014,73,1,1,1
2013,90,1,1,1
2017,85,1,1,1
2020,79,1,1,3
2009,97,1,2,2
2018,115,1,1,2
2015,63,1,2,4
2015,91,1,1,2
2008,159,1,1,1
2014,70,1,1,3
2022,115,1,1,2
2016,87,1,1,1
2012,104,1,1,3
2018,100,1,1,2
2002,92,2,1,2
2014,85,2,1,2
2009,91,2,1,1
2018,89,2,1,1
2011,80,1,1,3
2003,96,1,7,2
2009,87,1,1,3
2016,85,1,1,3
2012,80,1,1,2
2012,86,1,1,1
2003,90,1,1,3
2014,77,1,1,0
2015,98,4,1,4
2018,95,1,1,1
2010,97,2,1,2
2007,100,1,1,3
2021,67,1,1,2
2011,93,2,1,1
2015,90,2,1,4
2018,90,1,1,3
2016,89,1,1,2
2011,85,4,1,1
2004,90,5,1,1
2016,95,1,1,3
2003,113,1,2,2
2009,90,1,2,2
2003,95,2,1,1
2014,115,1,1,3
2016,97,1,1,3
2006,94,1,1,2
2011,105,5,1,1
2011,92,4,2,1
2005,90,1,2,1
2016,90,1,3,2
2008,116,2,1,1
2008,81,2,1,1
2007,89,4,1,2
2002,105,5,1,1
2005,95,8,8,2
2007,98,1,1,3
2016,116,1,1,3
2005,90,1,1,2
2022,96,1,1,4
2018,86,1,3,2
2010,89,2,1,2
2019,140,1,1,2
2010,159,1,1,2
2020,101,2,2,3
2013,90,1,2,3
2016,109,1,1,2
2017,48,1,1,3
2020,87,1,1,3
2015,78,1,1,1
2015,92,1,1,4
2013,83,1,1,3
2020,90,1,1,3
2008,90,2,1,2
2016,91,4,1,1
2016,105,1,1,3
2010,75,2,1,1
2013,105,2,2,3
2004,79,1,1,2
2005,105,1,1,3
2015,82,1,1,2
2000,103,1,2,3
2021,91,1,1,1
2007,85,1,1,3
2012,89,2,1,2
2012,132,3,1,3
2017,97,1,1,2
2011,90,2,1,2
2016,60,1,1,3
2007,88,3,1,2
2011,98,1,1,2
2005,96,1,1,2
2007,1,1,1,2
2018,95,1,1,3
2018,97,2,1,1
2020,97,1,1,1
2011,81,1,1,3
2019,76,2,2,1
2019,90,3,2,3
2005,85,1,1,1
2021,97,1,1,2
2020,71,1,1,2
2005,81,1,1,2
2019,87,1,3,1
2013,86,1,1,2
2002,95,3,1,3
2015,87,1,1,3
2010,75,1,1,1
2013,101,1,1,2
2007,140,1,1,3
2020,82,1,1,2
2015,99,1,1,3
2010,71,2,2,2
2005,117,2,1,1
2019,89,1,1,2
2008,117,1,1,2
2010,147,1,1,3
2007,101,1,1,2
2012,75,1,1,3
2006,95,1,1,2
2017,75,3,1,1
2009,100,1,1,2
2010,51,1,1,3
2017,60,1,1,2
2020,83,1,1,3
2004,109,1,4,1
2017,90,1,27,3
2014,113,1,1,2
2014,45,4,1,1
2021,88,1,1,2
2009,77,1,1,2
2018,80,2,1,2
2014,82,2,1,2
2011,88,1,1,1
2009,101,1,1,1
2021,70,1,1,4
2016,67,3,1,1
2014,77,1,4,2
2006,72,2,1,1
2019,80,1,2,3
2018,89,1,1,1
2010,87,1,1,1
2017,72,1,1,2
2005,109,1,1,1
2020,70,2,1,1
2010,88,1,1,2
2017,93,1,1,3
2013,98,1,1,1
2009,156,1,1,2
2009,100,1,1,2
2013,102,1,1,3
2019,107,1,2,3
2000,87,1,1,2
2013,96,2,1,3
2012,91,1,1,3
2016,112,1,1,2
2016,91,1,2,2
2016,132,2,1,3
2007,95,3,2,2
2015,103,1,2,2
2015,88,1,2,2
2020,110,1,1,1
2014,111,1,1,2
2012,87,10,5,2
2018,98,1,1,2
2021,50,1,1,4
2017,102,1,1,2
2003,97,2,1,2
2008,83,1,1,1
2016,85,1,1,4
2019,130,2,1,2
2018,93,2,1,2
2018,80,2,1,3
2009,90,1,1,1
2001,84,1,1,2
2022,55,1,2,4
2012,89,1,1,2
2008,95,3,1,2
2005,82,1,2,2
2016,91,1,1,3
2003,104,2,3,3
2020,77,2,2,2
2005,75,1,1,1
2021,45,1,1,4
2008,94,3,6,1
2006,107,2,1,3
2005,85,2,1,2
2016,130,1,1,3
2014,106,3,1,1
2014,93,1,1,3
2010,95,1,1,2
2011,105,2,1,1
2014,101,2,2,1
2016,95,19,2,2
2006,99,1,2,1
2007,91,1,1,2
2015,52,1,1,4
2005,114,1,1,1
2000,95,3,1,3
2006,85,1,1,2
2010,88,1,1,3
2013,80,2,3,2
2013,105,1,1,3
2019,74,1,1,3
2019,124,1,1,4
2015,56,3,1,2
2016,60,1,1,3
2015,80,1,1,2
2019,84,2,1,2
2017,91,1,1,1
2012,90,1,1,3
2013,74,1,1,1
2011,94,2,1,0
2012,103,1,1,2
2015,83,1,1,3
2018,105,1,1,1
2011,110,1,1,3
2009,96,1,1,2
2011,90,1,2,1
2012,123,1,1,3
2020,175,1,1,2
2003,117,1,2,3
2012,78,2,1,0
2017,94,1,1,1
2013,85,1,3,2
2016,47,1,1,4
2021,76,1,1,3
2005,106,4,1,2
2018,94,1,1,1
2005,84,1,1,1
2000,98,1,3,3
2006,52,1,1,4
2017,87,5,1,2
2010,110,1,1,1
2011,105,1,1,2
2007,81,1,2,1
2014,119,1,1,3
2012,80,2,1,3
2015,78,1,1,1
2001,80,1,1,2
2011,94,1,1,3
2014,111,1,1,3
2019,77,1,1,3
2011,119,1,2,2
2015,85,1,1,3
2011,95,1,1,3
2019,82,1,1,2
2008,80,1,2,1
2018,96,1,1,1
2013,90,1,1,1
2018,78,1,1,2
2015,110,1,2,2
2020,103,1,1,4
2012,75,1,1,3
2013,84,1,1,2
2012,81,1,1,3
2011,147,1,1,2
2009,69,1,1,3
2012,104,1,1,1
2001,95,2,6,1
2010,71,1,1,3
2018,80,2,2,2
2014,85,1,14,2
2005,90,1,1,3
2010,93,1,1,1
2007,170,1,1,3
2014,76,1,1,4
2012,97,1,1,1
2014,84,1,1,3
2013,88,1,1,1
2006,78,1,1,2
2004,93,1,1,2
2014,77,1,1,1
2012,79,7,27,3
2017,79,1,1,3
2014,78,1,1,2
2017,94,1,1,1
2004,97,1,1,1
2011,110,1,2,2
2007,94,1,1,1
2017,133,7,1,2
2014,98,1,1,2
2011,89,1,1,2
2011,80,1,1,2
2013,95,2,1,2
2009,100,1,1,1
2016,110,1,1,3
2020,92,1,1,4
2004,94,1,2,1
2011,104,1,2,3
2011,98,1,1,1
2016,80,1,1,3
2001,86,2,1,2
2010,130,1,1,2
2007,96,1,1,1
2017,91,1,1,2
2013,88,2,1,1
2011,90,6,2,2
2009,115,2,2,2
2010,80,1,1,1
2016,75,6,1,1
2007,81,1,1,1
2019,90,2,1,1
2009,92,1,1,3
2010,90,1,1,3
2017,94,1,1,2
2016,84,1,1,3
2018,81,2,1,1
2002,92,5,8,2
2010,90,1,1,2
2002,92,1,1,3
2015,90,1,1,3
2016,46,1,1,4
2016,70,1,1,2
2016,105,1,1,4
2017,91,1,1,2
2000,94,2,2,2
2004,92,1,1,2
2016,55,1,1,2
2000,273,3,1,1
2012,92,2,1,1
2008,100,1,1,1
2006,82,2,1,2
2018,110,1,1,1
2020,89,1,1,2
2013,96,1,1,2
2004,103,1,2,3
2002,84,1,1,2
2018,82,1,1,3
2013,93,1,1,2
2001,50,8,6,3
2005,88,1,1,1
2012,105,1,1,1
2016,83,1,3,3
2010,90,1,5,2
2020,105,1,1,4
2009,91,1,1,2
2017,105,4,2,2
2016,95,1,1,2
2014,90,2,3,3
2016,77,1,1,2
2015,100,1,1,3
2014,96,1,1,3
2012,90,3,2,1
2015,115,1,2,3
2010,83,1,1,3
2017,88,1,1,2
2019,60,1,1,2
2003,110,1,1,2
2014,78,2,1,2
2015,96,1,1,4
2015,90,4,1,1
2003,90,1,1,1
2011,126,1,1,3
2000,95,1,1,2
2015,110,1,1,3
2012,87,4,2,2
2012,80,1,1,3
2007,85,2,1,2
2005,87,1,1,1
2021,73,1,1,3
2011,80,1,1,3
2001,113,1,1,2
2014,53,1,1,3
2009,111,1,1,3
2001,94,5,1,2
2003,100,1,1,1
2012,99,1,1,3
2018,86,1,1,3
2009,90,1,1,2
2008,86,3,2,1
2016,100,1,16,3
2016,71,1,1,2
2017,105,2,1,3
2016,73,1,1,2
2020,71,1,1,1
2018,78,1,1,3
2020,80,3,2,3
2009,84,1,1,2
2011,90,1,1,1
2002,88,14,1,3
2015,105,1,1,3
2018,96,1,3,2
2021,86,1,1,2
2009,78,1,1,3
2014,100,2,1,2
2010,103,1,1,2
2003,100,1,1,2
2021,96,19,1,3
2018,101,1,1,4
2002,88,1,1,2
2011,92,2,2,1
2002,84,2,1,2
2008,92,1,1,3
2009,117,1,1,3
2021,78,1,1,1
2017,89,1,1,1
2017,99,1,1,2
2010,69,1,1,3
2020,45,1,1,3
2012,92,1,2,3
2017,90,1,1,2
2012,87,1,1,2
2021,86,1,1,2
2001,98,2,2,3
2019,72,2,3,1
2014,94,3,2,2
2014,100,1,1,2
2003,85,1,1,2
2010,118,2,1,2
2002,95,3,4,2
2010,103,1,1,2
2014,102,1,1,2
2009,95,1,1,1
2016,72,1,1,3
2012,106,1,1,1
2015,75,1,1,2
2014,105,1,1,2
2002,94,1,1,1
2002,105,1,1,2
2014,80,1,1,1
2005,82,1,2,1
2005,105,1,1,2
2011,88,1,1,1
2002,95,1,1,1
2019,80,8,1,2
2009,82,2,1,2
2003,88,1,1,1
2002,97,1,1,1
2008,98,5,2,2
2001,83,1,1,3
2009,76,2,1,1
2010,310,2,1,3
2005,88,2,1,2
2006,118,1,1,3
2003,96,1,1,1
2007,85,1,1,3
2012,80,2,1,2
2016,75,5,1,1
2007,90,1,1,3
2009,77,3,7,1
2015,131,1,1,3
2007,75,6,2,2
2003,89,1,2,2
2016,85,2,1,3
2014,97,1,1,1
2020,118,1,1,1
2012,90,1,1,4
2007,120,1,1,1
2014,62,3,1,3
2011,88,1,1,1
2015,82,1,1,3
2012,94,1,1,2
2012,111,7,1,4
2007,103,10,5,1
2016,90,1,1,2
2016,70,2,1,1
2010,61,1,1,1
2010,107,1,1,2
2013,95,3,1,4
2009,85,1,1,3
2014,92,1,1,2
2000,90,1,1,2
2017,90,1,1,1
2012,86,1,5,2
2004,82,1,1,1
2017,75,6,2,1
2018,105,1,1,2
2008,89,1,1,3
2010,90,2,1,1
2008,85,1,1,3
2018,96,1,1,3
2014,80,7,1,3
2012,49,2,2,4
2018,146,3,1,2
2013,64,1,1,1
2016,88,1,1,1
2013,58,2,1,3
2017,108,4,2,3
2015,80,1,1,2
2014,85,1,1,3
2006,113,1,6,2
2018,107,3,1,2
2006,85,10,5,2
2013,90,1,1,3
2020,70,1,1,1
2014,86,1,27,3
2014,89,1,2,3
2018,85,1,1,2
2013,91,1,1,3
2015,70,1,1,3
2001,96,1,1,2
2008,80,1,1,3
2004,98,1,1,2
2013,91,1,1,3
2012,63,1,1,2
2009,72,2,1,3
2012,94,2,1,2
2007,90,1,2,2
2016,66,1,1,1
2001,75,1,1,2
2011,90,1,1,1
2007,132,1,1,2
2011,75,1,1,2
2013,79,2,2,4
2017,108,3,1,3
2017,80,1,1,3
2009,85,1,1,2
2015,90,1,1,2
2009,91,1,1,2
2005,90,1,1,2
2018,101,1,1,1
2019,94,1,1,3
2001,81,1,1,1
2009,87,2,1,3
2012,87,1,27,2
2014,84,1,5,2
2006,91,1,2,1
2012,85,1,1,2
2012,90,1,1,4
2012,88,1,1,3
2017,62,1,1,3
2010,90,1,1,3
2001,86,2,2,2
2009,90,1,1,2
2015,100,1,1,3
2019,95,1,1,2
2011,75,4,3,1
2022,65,2,1,4
2021,91,2,1,1
2015,76,2,1,2
2003,95,1,1,2
2008,100,1,2,3
2001,77,3,6,2
2016,107,1,1,3
2015,93,1,1,2
2009,180,1,1,2
2019,79,1,1,2
2011,71,1,1,3
2003,91,2,1,2
2009,91,1,1,3
2011,98,1,1,3
2011,55,1,1,2
2009,76,1,1,2
2000,90,1,1,2
2017,121,1,1,3
2014,90,3,1,1
2015,85,1,1,3
2017,99,1,2,3
2000,100,3,4,2
2015,84,1,1,2
2009,70,3,1,3
2009,90,1,3,1
2017,83,1,1,3
2019,87,1,1,3
2008,97,1,1,2
2017,83,1,1,1
2003,92,2,1,1
2008,89,1,1,2
2006,100,7,1,4
2013,100,1,1,2
2016,97,1,1,3
2010,87,1,1,1
2016,87,1,1,2
2019,88,1,1,2
2013,89,2,2,2
2010,77,1,3,2
2011,118,2,1,2
2015,60,1,1,2
2016,110,1,1,1
2014,80,1,1,1
2015,70,1,1,1
2013,80,1,1,3
2013,110,1,1,3
2015,120,1,1,4
2018,64,1,1,1
2020,71,1,1,2
2010,75,9,1,0
2004,76,1,1,2
2009,90,1,1,2
2018,71,17,1,1
2018,87,1,1,3
2019,89,1,1,2
2009,90,1,1,3
2003,120,1,1,1
2016,87,1,1,1
2016,79,1,1,3
2006,75,1,1,0
2013,88,1,1,3
2011,82,2,1,3
2010,88,2,1,1
2015,85,3,1,3
2013,136,1,2,2
2015,62,1,1,4
2015,91,1,1,2
2017,56,1,1,1
2014,90,1,1,3
2009,87,1,1,3
2012,87,1,1,3
2016,63,2,1,2
2014,99,1,1,2
2018,81,1,1,2
2011,101,4,1,4
2015,104,2,1,3
2017,92,19,2,2
2013,85,1,1,3
2015,137,1,1,2
2013,102,19,1,4
2011,100,1,1,3
2022,160,2,1,4
2016,114,1,1,1
2017,89,1,1,3
2019,79,2,2,3
2004,82,1,1,2
2010,75,2,1,2
2017,87,1,1,3
2018,45,1,1,2
2016,56,2,1,4
2013,96,3,1,3
2011,90,1,1,3
2010,90,1,1,1
2009,91,1,1,2
2014,112,1,1,2
2014,103,1,1,3
2015,59,3,2,2
2015,90,1,1,4
2004,127,1,4,3
2009,90,3,1,1
2004,85,1,1,4
2012,100,1,1,3
2021,86,1,1,2
2016,90,1,1,2
2020,92,1,1,3
2016,80,1,1,3
2014,84,2,1,2
2019,122,1,1,3
2003,95,1,1,2
2011,63,3,4,3
2014,128,3,1,3
2016,94,1,1,2
2014,80,2,1,2
2020,99,19,1,2
2010,60,1,1,2
2010,95,1,2,2
2011,125,2,1,2
2021,56,1,1,2
2014,99,1,1,2
2016,53,3,2,2
2010,87,1,4,3
2013,90,2,2,2
2020,90,1,1,2
2009,88,1,1,2
2007,80,1,2,0
2018,90,1,1,2
2002,90,1,1,1
2000,90,1,2,2
2012,88,1,1,3
2016,78,1,1,3
2009,92,1,1,1
2018,86,2,1,2
2012,97,1,1,3
2010,81,1,1,4
2005,77,1,1,2
2014,55,1,1,3
2017,75,17,2,1
2000,90,1,1,2
2007,113,2,2,1
2019,53,1,1,4
2009,89,1,1,3
2010,70,1,1,3
2008,95,1,1,1
2016,94,4,1,2
2013,94,1,1,3
2014,90,2,1,1
2010,75,1,1,3
2020,72,1,1,4
2009,110,1,1,3
2017,115,1,1,4
2013,80,1,2,1
2005,98,10,5,1
2004,81,1,1,3
2015,98,1,1,0
2019,49,1,1,3
2006,83,1,1,2
2012,131,2,1,2
2020,79,1,1,4
2014,89,3,1,3
2008,110,1,1,2
2016,97,1,1,2
2010,90,2,1,2
2005,87,2,1,2
2007,100,1,1,3
2016,75,1,1,2
2011,90,1,1,4
2018,127,1,1,2
2012,90,1,1,2
2017,90,1,1,3
2013,109,4,1,1
2010,98,1,1,2
2016,113,1,1,2
2013,57,1,1,3
2011,95,2,1,3
2015,66,6,2,2
2011,82,1,1,3
2014,148,1,1,2
2016,95,2,1,2
2019,90,7,1,4
2021,96,1,1,2
2017,90,1,1,3
2012,86,1,1,1
2009,90,1,1,2
2021,84,1,1,2
2007,84,1,1,4
2013,95,4,1,2
2012,90,1,1,2
2015,82,3,1,2
2020,66,3,2,2
2015,86,1,1,3
2010,85,1,1,3
2009,77,1,1,2
2005,98,3,1,3
2017,110,1,1,1
2004,82,3,1,2
2000,86,1,1,3
2009,95,1,1,3
2019,127,1,1,2
2007,78,1,1,3
2014,80,1,1,3
2014,125,1,1,3
2019,93,1,1,4
2015,117,1,1,4
2021,50,1,1,4
2022,60,1,1,4
2018,86,1,1,1
2007,115,1,1,2
2015,87,1,1,3
2004,112,1,1,2
2017,106,1,1,2
2013,98,2,1,3
2006,114,2,1,1
2009,102,1,1,2
2014,70,1,1,2
2009,85,1,1,2
2017,90,1,1,1
2002,96,1,1,4
2012,100,1,1,1
2016,95,1,1,3
2015,126,1,1,3
2007,72,1,1,3
2014,70,11,1,2
2014,65,1,4,3
2012,105,1,1,2
2021,83,1,1,1
2013,81,1,1,1
2017,97,1,1,2
2019,46,1,1,1
2017,46,1,1,4
2000,87,1,1,2
2015,87,1,1,2
2015,60,1,1,1
2012,86,4,1,2
2005,90,8,1,2
2012,79,2,1,4
2014,98,1,1,3
2011,76,1,1,3
2020,62,1,1,3
2012,93,1,1,1
2010,71,1,1,3
2015,93,2,2,4
2011,90,3,1,3
2021,59,1,1,3
2001,106,1,1,3
2002,99,3,1,2
2013,88,1,1,3
2014,80,1,1,3
2014,110,1,1,2
2010,80,1,1,2
2012,99,1,1,2
2016,90,1,1,3
2009,97,2,1,2
2016,95,1,1,3
2016,82,1,1,2
2005,90,1,1,1
2013,120,2,1,3
2004,80,1,1,3
2000,83,1,1,3
2008,74,1,1,2
2004,94,4,3,3
2009,115,1,1,2
2012,135,1,1,1
2010,130,1,1,3
2000,86,2,2,3
2009,118,1,1,1
2012,47,1,1,1
2015,105,1,1,3
2008,65,1,1,1
2020,61,1,1,1
2008,94,2,1,1
2011,150,1,1,2
2011,91,1,1,2
2009,80,1,1,4
2017,75,2,1,3
2014,98,1,1,3
2009,90,4,3,1
2008,98,1,1,2
2007,86,4,1,1
2010,90,1,1,3
2011,70,1,1,3
2021,95,1,1,3
2003,88,1,1,1
2008,94,1,2,2
2021,136,2,2,4
2019,95,1,1,3
2012,103,1,1,1
2015,85,1,1,3
